unnamed: 0,model,colour,memory,ram,battery,rear_camera,front_camera,ai_lens,height,processor,prize,ram_num,memory_num,battery_num,rear_camera_num,front_camera_num,height_num
176,REDMI Note 12 5G,Frosted Green,128,4,5000,48MP,13MP,0,16.94,Qualcomm Snapdragon 4 Gen 1,16999,4.0,128.0,5000.0,48.0,13.0,16.94
177,REDMI Note 12,Lunar Black,64,6,5000,50MP,13MP,0,16.94,Snapdragon 685,14999,6.0,64.0,5000.0,50.0,13.0,16.94
178,Infinix Hot 20 5G,Blaster Green,128,6,5000,50MP,8MP,1,16.76,Dimensity 810,13499,6.0,128.0,5000.0,50.0,8.0,16.76
179,realme C31,Dark Green,64,4,5000,13MP,5MP,0,16.56,Unisoc T612,8749,4.0,64.0,5000.0,13.0,5.0,16.56
180,realme C31,Light Silver,32,3,5000,13MP,5MP,0,16.56,Unisoc T612,8049,3.0,32.0,5000.0,13.0,5.0,16.56
181,micromax,Light Silver,32,3,2550,0MP,0MP,0,4.5,SC6531E,1375,3.0,32.0,2550.0,0.0,0.0,4.5
182,micromax1,Light Silver,32,3,800,0MP,0MP,0,4.5,SC6531E,1599,3.0,32.0,800.0,0.0,0.0,4.5
183,OPPO A17,Lake Blue,64,4,5000,50MP,5MP,0,16.66,Mediatek Helio G35,12499,4.0,64.0,5000.0,50.0,5.0,16.66
184,realme 9 5G SE,Azure Glow,128,8,5000,48MP,16MP,0,16.76,Qualcomm Snapdragon 778G,17999,8.0,128.0,5000.0,48.0,16.0,16.76
185,realme 9 5G SE,Starry Glow,128,8,5000,48MP,16MP,0,16.76,Qualcomm Snapdragon 778G,17999,8.0,128.0,5000.0,48.0,16.0,16.76
186,realme 9i 5G,Soulful Blue,128,6,5000,50MP,8MP,0,16.76,Mediatek Dimensity 810 5G,16999,6.0,128.0,5000.0,50.0,8.0,16.76
187,realme 9i 5G,Rocking Black,64,4,5000,50MP,8MP,0,16.76,Mediatek Dimensity 810 5G,14999,4.0,64.0,5000.0,50.0,8.0,16.76
188,POCO M4 Pro,Cool Blue,128,8,5000,64MP,16MP,0,16.33,Mediatek Helio G96,13999,8.0,128.0,5000.0,64.0,16.0,16.33
189,realme C33 2023,Sandy Gold,64,4,5000,50MP,5MP,0,16.51,Unisoc T612,9999,4.0,64.0,5000.0,50.0,5.0,16.51
190,realme C33 2023,Aqua Blue,64,4,5000,50MP,5MP,0,16.51,Unisoc T612,9999,4.0,64.0,5000.0,50.0,5.0,16.51
191,realme C33 2023,Night Sea,64,4,5000,50MP,5MP,0,16.51,Unisoc T612,9999,4.0,64.0,5000.0,50.0,5.0,16.51
192,realme C31,Dark Green,32,3,5000,13MP,5MP,0,16.56,Unisoc T612,8049,3.0,32.0,5000.0,13.0,5.0,16.56
193,micromax 2,Dark Green,32,4,1020,2MP,0MP,0,6.1,MediaTek,2499,4.0,32.0,1020.0,2.0,0.0,6.1
194,Infinix Hot 20 5G,Space Blue,128,6,5000,50MP,8MP,1,16.76,Dimensity 810,13499,6.0,128.0,5000.0,50.0,8.0,16.76
195,realme 9i 5G,Metallica Gold,128,6,5000,50MP,8MP,0,16.76,Mediatek Dimensity 810 5G,16999,6.0,128.0,5000.0,50.0,8.0,16.76
196,realme 9i 5G,Rocking Black,128,6,5000,50MP,8MP,0,16.76,Mediatek Dimensity 810 5G,16999,6.0,128.0,5000.0,50.0,8.0,16.76
197,realme 9i 5G,Soulful Blue,64,4,5000,50MP,8MP,0,16.76,Mediatek Dimensity 810 5G,14999,4.0,64.0,5000.0,50.0,8.0,16.76
198,realme C21Y,Cross Black,32,3,5000,13MP,5MP,0,16.51,Unisoc T610,7499,3.0,32.0,5000.0,13.0,5.0,16.51
199,realme Narzo 50i Prime,Dark Blue,32,3,5000,8MP,5MP,0,16.51,Unisoc T612 processor,7245,3.0,32.0,5000.0,8.0,5.0,16.51
200,POCO X5 5G,Wildcat Blue,256,8,5000,48MP,13MP,0,16.94,Qualcomm Snapdragon 695,17999,8.0,256.0,5000.0,48.0,13.0,16.94
201,REDMI Note 12 Pro 5G,Stardust Purple,256,8,5000,50MP,16MP,0,16.94,Mediatek Dimensity 1080,26999,8.0,256.0,5000.0,50.0,16.0,16.94
202,REDMI Note 12 Pro 5G,Stardust Purple,128,6,5000,50MP,16MP,0,16.94,Mediatek Dimensity 1080,23999,6.0,128.0,5000.0,50.0,16.0,16.94
203,realme C31,Light Silver,64,4,5000,13MP,5MP,0,16.56,Unisoc T612,8749,4.0,64.0,5000.0,13.0,5.0,16.56
204,POCO X5 Pro 5G,Horizon Blue,128,6,5000,108MP,16MP,0,16.94,Qualcomm Snapdragon 778G,21999,6.0,128.0,5000.0,108.0,16.0,16.94
205,Infinix Zero 5G 2023,Submariner Black,128,8,5000,50MP,16MP,0,17.22,Mediatek Dimensity 920,15999,8.0,128.0,5000.0,50.0,16.0,17.22
206,POCO X4 Pro 5G,Yellow,128,6,5000,64MP,16MP,0,16.94,Qualcomm Snapdragon 695 5G,17499,6.0,128.0,5000.0,64.0,16.0,16.94
207,MOTOROLA g82 5G,Meterorite Grey,128,8,5000,50MP,16MP,0,16.76,Qualcomm Snapdragon 695 5G,21499,8.0,128.0,5000.0,50.0,16.0,16.76
208,realme 9i 5G,Metallica Gold,64,4,5000,50MP,8MP,0,16.76,Mediatek Dimensity 810 5G,14999,4.0,64.0,5000.0,50.0,8.0,16.76
209,REDMI Note 12 Pro+ 5G,Iceberg Blue,256,8,4980,200MP,16MP,0,16.94,Mediatek Dimensity 1080,29999,8.0,256.0,4980.0,200.0,16.0,16.94
210,vivo T1 44W,Midnight Galaxy,128,8,5000,50MP,16MP,0,16.36,Qualcomm Snapdragon 680,17999,8.0,128.0,5000.0,50.0,16.0,16.36
211,vivo T1 44W,Ice Dawn,128,8,5000,50MP,16MP,0,16.36,Qualcomm Snapdragon 680,17999,8.0,128.0,5000.0,50.0,16.0,16.36
212,vivo T1 44W,Starry Sky,128,6,5000,50MP,16MP,0,16.36,Qualcomm Snapdragon 680,15999,6.0,128.0,5000.0,50.0,16.0,16.36
213,vivo T1 44W,Midnight Galaxy,128,4,5000,50MP,16MP,0,16.36,Qualcomm Snapdragon 680,14499,4.0,128.0,5000.0,50.0,16.0,16.36
214,vivo T1 44W,Ice Dawn,128,6,5000,50MP,16MP,0,16.36,Qualcomm Snapdragon 680,15999,6.0,128.0,5000.0,50.0,16.0,16.36
215,MOTOROLA g82 5G,White Lily,128,8,5000,50MP,16MP,0,16.76,Qualcomm Snapdragon 695 5G,21499,8.0,128.0,5000.0,50.0,16.0,16.76
216,MOTOROLA g31,Baby Blue,128,6,5000,50MP,13MP,0,16.26,Mediatek Helio G85,12999,6.0,128.0,5000.0,50.0,13.0,16.26
217,REDMI Note 12 Pro+ 5G,Obsidian Black,256,8,4980,200MP,16MP,0,16.94,Mediatek Dimensity 1080,29999,8.0,256.0,4980.0,200.0,16.0,16.94
218,realme narzo 50i Prime,Mint Green,32,3,5000,8MP,5MP,0,16.51,Unisoc Tiger T612 (12 nm),7115,3.0,32.0,5000.0,8.0,5.0,16.51
219,MOTOROLA e13,Aurora Green,64,2,5000,13MP,5MP,0,16.51,Unisoc T606,6799,2.0,64.0,5000.0,13.0,5.0,16.51
220,REDMI Note 12 Pro 5G,Glacier Blue,128,6,5000,50MP,16MP,0,16.94,Mediatek Dimensity 1080,23999,6.0,128.0,5000.0,50.0,16.0,16.94
221,vivo T1 44W,Starry Sky,128,4,5000,50MP,16MP,0,16.36,Qualcomm Snapdragon 680,14499,4.0,128.0,5000.0,50.0,16.0,16.36
222,SAMSUNG Galaxy S22 Plus 5G,Phantom Black,128,8,4500,50MP,10MP,0,16.76,Qualcomm Snapdragon 8 Gen 1,49999,8.0,128.0,4500.0,50.0,10.0,16.76
223,Infinix Zero 5G 2023,Pearly White,128,8,5000,50MP,16MP,0,17.22,Mediatek Dimensity 920,15999,8.0,128.0,5000.0,50.0,16.0,17.22
224,POCO X5 Pro 5G,Yellow,256,8,5000,108MP,16MP,0,16.94,Qualcomm Snapdragon 778G,23999,8.0,256.0,5000.0,108.0,16.0,16.94
225,vivo V27 5G,Noble Black,128,8,4600,50MP,50MP,0,17.22,Mediatek Dimensity 7200 5G,32999,8.0,128.0,4600.0,50.0,50.0,17.22
226,realme Narzo 50,Speed Blue,64,4,5000,50MP,16MP,0,16.76,Mediatek Helio G96,12999,4.0,64.0,5000.0,50.0,16.0,16.76
227,Infinix HOT 20 Play,Fantasy Purple,64,4,6000,13MP,8MP,1,17.32,MediaTek G37,8499,4.0,64.0,6000.0,13.0,8.0,17.32
228,Infinix HOT 20 Play,Aurora Green,64,4,6000,13MP,8MP,1,17.32,MediaTek G37,8499,4.0,64.0,6000.0,13.0,8.0,17.32
229,Infinix HOT 20 Play,Luna Blue,64,4,6000,13MP,8MP,1,17.32,MediaTek G37,8499,4.0,64.0,6000.0,13.0,8.0,17.32
230,Infinix HOT 20 Play,Racing Black,64,4,6000,13MP,8MP,1,17.32,MediaTek G37,8499,4.0,64.0,6000.0,13.0,8.0,17.32
231,realme Narzo 50,Speed Blue,128,6,5000,50MP,16MP,0,16.76,Mediatek Helio G96,12999,6.0,128.0,5000.0,50.0,16.0,16.76
232,POCO X5 5G,Supernova Green,256,8,5000,48MP,13MP,0,16.94,Qualcomm Snapdragon 695,17999,8.0,256.0,5000.0,48.0,13.0,16.94
233,MOTOROLA g52,Charcoal Grey,128,6,5000,50MP,16MP,0,16.76,Qualcomm Snapdragon 680,13999,6.0,128.0,5000.0,50.0,16.0,16.76
234,vivo T1 44W,Starry Sky,128,8,5000,50MP,16MP,0,16.36,Qualcomm Snapdragon 680,17999,8.0,128.0,5000.0,50.0,16.0,16.36
235,vivo T1 44W,Midnight Galaxy,128,6,5000,50MP,16MP,0,16.36,Qualcomm Snapdragon 680,15999,6.0,128.0,5000.0,50.0,16.0,16.36
236,realme Narzo 50,Speed Black,128,6,5000,50MP,16MP,0,16.76,Mediatek Helio G96,12999,6.0,128.0,5000.0,50.0,16.0,16.76
237,OPPO A17k,Blue,64,3,5000,8MP,5MP,0,16.66,Mediatek Helio P35,9499,3.0,64.0,5000.0,8.0,5.0,16.66
238,REDMI Note 12 Pro 5G,Stardust Purple,128,8,5000,50MP,16MP,0,16.94,Mediatek Dimensity 1080,25999,8.0,128.0,5000.0,50.0,16.0,16.94
239,vivo V27 5G,Magic Blue,128,8,4600,50MP,50MP,0,17.22,Mediatek Dimensity 7200 5G,32999,8.0,128.0,4600.0,50.0,50.0,17.22
240,realme C25s,Watery Blue,128,4,6000,13MP,8MP,0,16.51,MediaTek Helio G85,10999,4.0,128.0,6000.0,13.0,8.0,16.51
241,Infinix Zero 5G 2023,Coral Orange,128,8,5000,50MP,16MP,0,17.22,Mediatek Dimensity 920,15999,8.0,128.0,5000.0,50.0,16.0,17.22
242,POCO F5 5G,Snowstorm White,256,8,5000,64MP,16MP,0,16.94,Qualcomm Snapdragon 7+ Gen 2 (4nm),29999,8.0,256.0,5000.0,64.0,16.0,16.94
243,redmi max,M3),16,2,5000,13MP,5MP,0,15.46,Octa Core,4999,2.0,16.0,5000.0,13.0,5.0,15.46
244,redmi max,M3),16,8,1200,2MP,0MP,0,6.1,MT6260A,3549,8.0,16.0,1200.0,2.0,0.0,6.1
245,redmi mono,M3),16,4,1000,0MP,0MP,0,4.5,MTK6261D,1699,4.0,16.0,1000.0,0.0,0.0,4.5
246,redmi min,M3),16,4,1000,0MP,0MP,0,4.57,Spreadtrum,920,4.0,16.0,1000.0,0.0,0.0,4.57
247,redmi min,M3),16,4,1000,0MP,0MP,0,4.57,Spreadtrum,920,4.0,16.0,1000.0,0.0,0.0,4.57
248,REDMI 10,Midnight Black,128,6,6000,50MP,5MP,0,17.02,Qualcomm Snapdragon 680,10999,6.0,128.0,6000.0,50.0,5.0,17.02
249,OPPO A17,Lake Blue,64,4,5000,50MP,5MP,0,16.66,Mediatek Helio G35,11970,4.0,64.0,5000.0,50.0,5.0,16.66
250,micromax,Lake Blue,64,4,1500,0MP,0MP,0,6.1,Mediatek MT6261D,1199,4.0,64.0,1500.0,0.0,0.0,6.1
251,REDMI Note 12,Sunrise Gold,128,6,5000,50MP,13MP,0,16.94,Snapdragon 685,16999,6.0,128.0,5000.0,50.0,13.0,16.94
252,REDMI 11 Prime,Playful Green,128,6,5000,50MP,8MP,0,16.71,Helio G99,11999,6.0,128.0,5000.0,50.0,8.0,16.71
253,REDMI Note 12 Pro 5G,Onyx Black,128,8,5000,50MP,16MP,0,16.94,Mediatek Dimensity 1080,25999,8.0,128.0,5000.0,50.0,16.0,16.94
254,Micromax IN 2C,Silver,32,3,5000,8MP,5MP,0,16.56,Unisoc T610,5999,3.0,32.0,5000.0,8.0,5.0,16.56
255,REDMI Note 12 Pro+ 5G,Arctic White,256,8,4980,200MP,16MP,0,16.94,Mediatek Dimensity 1080,29999,8.0,256.0,4980.0,200.0,16.0,16.94
257,REDMI Note 12,Lunar Black,128,6,5000,50MP,13MP,0,16.94,Snapdragon 685,16999,6.0,128.0,5000.0,50.0,13.0,16.94
258,OPPO A17,Sunlight Orange,64,4,5000,50MP,5MP,0,16.66,Mediatek Helio G35,12499,4.0,64.0,5000.0,50.0,5.0,16.66
259,OPPO A17,Midnight Black,64,4,5000,50MP,5MP,0,16.66,Mediatek Helio G35,12499,4.0,64.0,5000.0,50.0,5.0,16.66
260,POCO X5 Pro 5G,Yellow,128,6,5000,108MP,16MP,0,16.94,Qualcomm Snapdragon 778G,21999,6.0,128.0,5000.0,108.0,16.0,16.94
261,realme 9 Pro+ 5G,Aurora Green,256,8,4500,50MP,16MP,0,16.26,Mediatek Dimensity 920,21999,8.0,256.0,4500.0,50.0,16.0,16.26
262,realme 9 Pro+ 5G,Midnight Black,256,8,4500,50MP,16MP,0,16.26,Mediatek Dimensity 920,21999,8.0,256.0,4500.0,50.0,16.0,16.26
263,REDMI 11 Prime,Playful Green,64,4,5000,50MP,8MP,0,16.71,Helio G99,9999,4.0,64.0,5000.0,50.0,8.0,16.71
264,REDMI Note 12 Pro 5G,Glacier Blue,256,8,5000,50MP,16MP,0,16.94,Mediatek Dimensity 1080,26999,8.0,256.0,5000.0,50.0,16.0,16.94
265,REDMI Note 12 Pro 5G,Onyx Black,128,6,5000,50MP,16MP,0,16.94,Mediatek Dimensity 1080,23999,6.0,128.0,5000.0,50.0,16.0,16.94
266,REDMI Note 12,Ice Blue,128,6,5000,50MP,13MP,0,16.94,Snapdragon 685,16999,6.0,128.0,5000.0,50.0,13.0,16.94
269,realme Narzo 30,Racing Silver,64,4,5000,48MP,16MP,0,16.51,MediaTek Helio G95,13499,4.0,64.0,5000.0,48.0,16.0,16.51
270,POCO X5 Pro 5G,Astral Black,128,6,5000,108MP,16MP,0,16.94,Qualcomm Snapdragon 778G,21999,6.0,128.0,5000.0,108.0,16.0,16.94
271,Infinix Hot 12,Exploratory Blue,64,4,6000,50MP,8MP,1,17.32,Meditek Helio G37,8999,4.0,64.0,6000.0,50.0,8.0,17.32
272,Infinix Hot 12,Polar Black,64,4,6000,50MP,8MP,1,17.32,Meditek Helio G37,8999,4.0,64.0,6000.0,50.0,8.0,17.32
273,Infinix Hot 12,7Â° Purple,64,4,6000,50MP,8MP,1,17.32,Meditek Helio G37,8999,4.0,64.0,6000.0,50.0,8.0,17.32
274,Infinix Hot 12,Turquoise Cyan,64,4,6000,50MP,8MP,1,17.32,Meditek Helio G37,8999,4.0,64.0,6000.0,50.0,8.0,17.32
275,REDMI Note 12 Pro+ 5G,Iceberg Blue,256,4,4980,200MP,16MP,0,16.94,Mediatek Dimensity 1080,32999,4.0,256.0,4980.0,200.0,16.0,16.94
276,MOTOROLA G32,Mineral Gray,64,4,5000,50MP,16MP,0,16.64,Qualcomm Snapdragon 680,10999,4.0,64.0,5000.0,50.0,16.0,16.64
277,MOTOROLA g72,Meteorite Grey,128,6,5000,108MP,16MP,0,16.64,Mediatek Helio G99,16999,6.0,128.0,5000.0,108.0,16.0,16.64
278,Micromax IN 2C,Brown,32,3,5000,8MP,5MP,0,16.56,Unisoc T610,5999,3.0,32.0,5000.0,8.0,5.0,16.56
279,vivo Y16,Drizzling Gold,128,4,5000,13MP,5MP,0,16.54,Mediatek Helio P35,12990,4.0,128.0,5000.0,13.0,5.0,16.54
280,MOTOROLA Edge 40,Lunar Blue,256,8,4400,50MP,32MP,0,16.64,Dimensity 8020,29999,8.0,256.0,4400.0,50.0,32.0,16.64
281,POCO X4 Pro 5G,Yellow,64,6,5000,64MP,16MP,0,16.94,Qualcomm Snapdragon 695 5G,16499,6.0,64.0,5000.0,64.0,16.0,16.94
282,POCO F5 5G,Carbon Black,256,8,5000,64MP,16MP,0,16.94,Qualcomm Snapdragon 7+ Gen 2 (4nm),29999,8.0,256.0,5000.0,64.0,16.0,16.94
283,realme 9 Pro+ 5G,Sunrise Blue,256,8,4500,50MP,16MP,0,16.26,Mediatek Dimensity 920,21999,8.0,256.0,4500.0,50.0,16.0,16.26
284,realme Narzo 50i,Carbon Black,32,2,5000,8MP,5MP,0,16.51,SC9863A,6978,2.0,32.0,5000.0,8.0,5.0,16.51
285,realme Narzo 50i,Mint Green,32,2,5000,8MP,5MP,0,16.51,SC9863A,7370,2.0,32.0,5000.0,8.0,5.0,16.51
286,REDMI Note 12 Pro+ 5G,Arctic White,256,2,4980,200MP,16MP,0,16.94,Mediatek Dimensity 1080,32999,2.0,256.0,4980.0,200.0,16.0,16.94
287,MOTOROLA e13,Creamy White,64,2,5000,13MP,5MP,0,16.51,Unisoc T606,6799,2.0,64.0,5000.0,13.0,5.0,16.51
288,SAMSUNG Galaxy F23 5G,Forest Green,128,4,5000,50MP,8MP,0,16.76,Qualcomm Snapdragon 750G,15999,4.0,128.0,5000.0,50.0,8.0,16.76
289,SAMSUNG Galaxy Z Flip3 5G,Phantom Black,128,8,3300,12MP,10MP,0,17.02,Qualcomm Snapdragon 888 Octa-Core,44999,8.0,128.0,3300.0,12.0,10.0,17.02
290,POCO M4 Pro 5G,Cool Blue,128,6,5000,50MP,16MP,0,16.76,Mediatek Dimensity 810,16999,6.0,128.0,5000.0,50.0,16.0,16.76
291,MOTOROLA g42,Atlantic Green,64,4,5000,50MP,16MP,0,16.43,Qualcomm Snapdragon 680,13999,4.0,64.0,5000.0,50.0,16.0,16.43
292,POCO M4 5G,Cool Blue,128,6,5000,50MP,8MP,0,16.71,Mediatek Dimensity 700,13999,6.0,128.0,5000.0,50.0,8.0,16.71
294,realme C33,Night Sea,32,3,5000,50MP,5MP,0,16.51,Unisoc T612,8999,3.0,32.0,5000.0,50.0,5.0,16.51
295,realme C33,Aqua Blue,32,3,5000,50MP,5MP,0,16.51,Unisoc T612,8999,3.0,32.0,5000.0,50.0,5.0,16.51
296,realme Narzo 50i Prime,Dark Blue,64,4,5000,8MP,5MP,0,16.51,Unisoc T612 processor,8995,4.0,64.0,5000.0,8.0,5.0,16.51
297,Infinix Zero 20,Green Fantasy,128,8,4500,108MP,60MP,0,17.02,Mediatek G99,15999,8.0,128.0,4500.0,108.0,60.0,17.02
298,Infinix Zero 20,DEEP GRAY,128,8,4500,108MP,60MP,0,17.02,Mediatek G99,15999,8.0,128.0,4500.0,108.0,60.0,17.02
299,realme 8,Punk Black,128,4,5000,64MP,16MP,0,16.26,MediaTek Helio G95,13499,4.0,128.0,5000.0,64.0,16.0,16.26
300,realme C33,Night Sea,64,4,5000,50MP,5MP,0,16.51,Unisoc T612,9999,4.0,64.0,5000.0,50.0,5.0,16.51
301,realme C33,Sandy Gold,64,4,5000,50MP,5MP,0,16.51,Unisoc T612,9999,4.0,64.0,5000.0,50.0,5.0,16.51
302,realme C33,Aqua Blue,64,4,5000,50MP,5MP,0,16.51,Unisoc T612,9999,4.0,64.0,5000.0,50.0,5.0,16.51
303,realme 8,Cyber Black,128,8,5000,64MP,16MP,0,16.26,MediaTek Helio G95,15499,8.0,128.0,5000.0,64.0,16.0,16.26
304,vivo Y35,Dawn Gold,128,8,5000,50MP,16MP,0,16.71,Qualcomm Snapdragon 680,16999,8.0,128.0,5000.0,50.0,16.0,16.71
305,vivo Y35,Agate Black,128,8,5000,50MP,16MP,0,16.71,Qualcomm Snapdragon 680,16999,8.0,128.0,5000.0,50.0,16.0,16.71
306,MOTOROLA Edge 30,Aurora Green,128,8,4020,50MP,32MP,0,16.64,Qualcomm Snapdragon 778G Plus,24999,8.0,128.0,4020.0,50.0,32.0,16.64
307,MOTOROLA g72,Polar Blue,128,6,5000,108MP,16MP,0,16.64,Mediatek Helio G99,16999,6.0,128.0,5000.0,108.0,16.0,16.64
308,MOTOROLA g52,Charcoal Grey,64,4,5000,50MP,16MP,0,16.76,Qualcomm Snapdragon 680,11249,4.0,64.0,5000.0,50.0,16.0,16.76
309,MOTOROLA Edge 30 Fusion,Cosmic grey,128,8,4400,50MP,32MP,0,16.64,Qualcomm Snapdragon 888 +,34999,8.0,128.0,4400.0,50.0,32.0,16.64
310,REDMI K50i 5G,Quick Silver,128,6,5080,64MP,16MP,0,16.76,Dimensity 8100,21174,6.0,128.0,5080.0,64.0,16.0,16.76
311,Infinix Note 12,Force Black,64,4,5000,50MP,16MP,1,17.02,MediaTek Helio G88,10999,4.0,64.0,5000.0,50.0,16.0,17.02
312,Google Pixel 7a,Sea,128,8,4300,64MP,13MP,0,15.49,Tensor G2,43999,8.0,128.0,4300.0,64.0,13.0,15.49
313,Google Pixel 7a,Charcoal,128,8,4300,64MP,13MP,0,15.49,Tensor G2,43999,8.0,128.0,4300.0,64.0,13.0,15.49
314,Tecno Spark 9,Infinity Black,64,4,5000,13MP,8MP,0,16.76,MediaTek Helio G37,7993,4.0,64.0,5000.0,13.0,8.0,16.76
315,Tecno Spark 9,Sky Mirror,64,4,5000,13MP,8MP,0,16.76,MediaTek Helio G37,8069,4.0,64.0,5000.0,13.0,8.0,16.76
316,MOTOROLA Edge 30,Meteor Grey,128,8,4020,50MP,32MP,0,16.64,Qualcomm Snapdragon 778G Plus,24999,8.0,128.0,4020.0,50.0,32.0,16.64
317,OPPO Reno8T 5G,Sunrise Gold,128,8,4800,108MP,32MP,0,17.02,Qualcomm Snapdragon 695,29999,8.0,128.0,4800.0,108.0,32.0,17.02
318,SAMSUNG Galaxy A14 5G,Dark Red,64,4,5000,50MP,13MP,0,16.76,SEC S5E8535 (Exynos 1330),16499,4.0,64.0,5000.0,50.0,13.0,16.76
319,MOTOROLA g13,Matte Charcoal,64,4,5000,50MP,8MP,0,16.51,Helio G85,9499,4.0,64.0,5000.0,50.0,8.0,16.51
320,REDMI Note 12 Pro 5G,Glacier Blue,128,8,5000,50MP,16MP,0,16.94,Mediatek Dimensity 1080,25999,8.0,128.0,5000.0,50.0,16.0,16.94
321,POCO F5 5G,Electric Blue,256,8,5000,64MP,16MP,0,16.94,Qualcomm Snapdragon 7+ Gen 2 (4nm),29999,8.0,256.0,5000.0,64.0,16.0,16.94
322,SAMSUNG Galaxy A14 5G,Black,128,6,5000,50MP,13MP,0,16.76,SEC S5E8535 (Exynos 1330),18999,6.0,128.0,5000.0,50.0,13.0,16.76
323,OPPO Reno8T 5G,Midnight Black,128,8,4800,108MP,32MP,0,17.02,Qualcomm Snapdragon 695,29999,8.0,128.0,4800.0,108.0,32.0,17.02
324,SAMSUNG Galaxy A14 5G,Light Green,128,6,5000,50MP,13MP,0,16.76,SEC S5E8535 (Exynos 1330),18999,6.0,128.0,5000.0,50.0,13.0,16.76
326,Infinix Note 12,Force Black,128,6,5000,50MP,16MP,1,17.02,MediaTek Helio G88,12999,6.0,128.0,5000.0,50.0,16.0,17.02
327,SAMSUNG Galaxy F23 5G,Aqua Blue,128,4,5000,50MP,8MP,0,16.76,Qualcomm Snapdragon 750G,15999,4.0,128.0,5000.0,50.0,8.0,16.76
328,POCO C31,Shadow Gray,64,4,5000,13MP,5MP,0,16.59,MediaTek Helio G35,8999,4.0,64.0,5000.0,13.0,5.0,16.59
329,REDMI 10,Pacific Blue,64,4,6000,50MP,5MP,0,17.02,Qualcomm Snapdragon 680,9499,4.0,64.0,6000.0,50.0,5.0,17.02
330,POCO X2,Atlantis Blue,64,6,4500,64MP,20MP,0,16.94,Qualcomm Snapdragon 730G,17999,6.0,64.0,4500.0,64.0,20.0,16.94
331,POCO F5 5G,Snowstorm White,256,6,5000,64MP,16MP,0,16.94,Qualcomm Snapdragon 7+ Gen 2 (4nm),32999,6.0,256.0,5000.0,64.0,16.0,16.94
332,Google Pixel 7a,Snow,128,8,4300,64MP,13MP,0,15.49,Tensor G2,43999,8.0,128.0,4300.0,64.0,13.0,15.49
333,nothing phone 1,White,128,8,4500,50MP,16MP,0,16.64,Qualcomm Snapdragon 778G+,30499,8.0,128.0,4500.0,50.0,16.0,16.64
334,Google Pixel 6a,chalk,128,8,4500,50MP,16MP,0,16.64,Qualcomm Snapdragon 778G+,30999,8.0,128.0,4500.0,50.0,16.0,16.64
335,I Kall Z19Pro Flash blue,Flash Blue,64,4,5000,13MP,8MP,0,16.51,Octa Core,7999,4.0,64.0,5000.0,13.0,8.0,16.51
336,MOTOROLA G32,Satin Silver,64,4,5000,50MP,16MP,0,16.64,Qualcomm Snapdragon 680,10999,4.0,64.0,5000.0,50.0,16.0,16.64
337,Tecno Spark 9T,Turquoise Cyan,64,4,5000,50MP,8MP,0,16.76,MediaTek Helio G35,9290,4.0,64.0,5000.0,50.0,8.0,16.76
338,POCO M4 Pro 5G,Yellow,64,4,5000,50MP,16MP,0,16.76,Mediatek Dimensity 810,14999,4.0,64.0,5000.0,50.0,16.0,16.76
339,Tecno Spark 9T,Iris Purple,64,4,5000,50MP,8MP,0,16.76,MediaTek Helio G35,8449,4.0,64.0,5000.0,50.0,8.0,16.76
340,Infinix Zero 5G 2023 TURBO,Pearly White,256,8,5000,50MP,16MP,0,17.22,Mediatek Dimensity 1080,17999,8.0,256.0,5000.0,50.0,16.0,17.22
341,Tecno Spark 9T,Tahiti Gold,64,4,5000,50MP,8MP,0,16.76,MediaTek Helio G35,8495,4.0,64.0,5000.0,50.0,8.0,16.76
342,Infinix Zero 5G 2023 TURBO,Submariner Black,256,8,5000,50MP,16MP,0,17.22,Mediatek Dimensity 1080,17999,8.0,256.0,5000.0,50.0,16.0,17.22
343,I Kall Z19Pro,Blue,64,4,5000,13MP,8MP,0,16.51,Octa Core,7999,4.0,64.0,5000.0,13.0,8.0,16.51
344,vivo Y16,Steller Black,64,4,5000,13MP,5MP,0,16.54,Mediatek Helio P35,11999,4.0,64.0,5000.0,13.0,5.0,16.54
345,vivo Y16,Drizzling Gold,64,3,5000,13MP,5MP,0,16.54,Mediatek Helio P35,10499,3.0,64.0,5000.0,13.0,5.0,16.54
346,vivo Y16,Steller Black,128,4,5000,13MP,5MP,0,16.54,Mediatek Helio P35,12999,4.0,128.0,5000.0,13.0,5.0,16.54
349,nothing phone 1,Black,128,8,4500,50MP,16MP,0,16.64,Qualcomm Snapdragon 778G+,29499,8.0,128.0,4500.0,50.0,16.0,16.64
350,REDMI K50i 5G,Stealth Black,128,6,5080,64MP,16MP,0,16.76,Dimensity 8100,20998,6.0,128.0,5080.0,64.0,16.0,16.76
352,Tecno Spark 9T,Turquoise Cyan,64,4,5000,50MP,8MP,0,16.76,MediaTek Helio G35,9290,4.0,64.0,5000.0,50.0,8.0,16.76
353,REDMI K50i 5G,Quick Silver,256,8,5080,64MP,16MP,0,16.76,Dimensity 8100,23999,8.0,256.0,5080.0,64.0,16.0,16.76
354,OPPO A78 5G,Glowing Black,128,8,5000,13MP,5MP,0,16.66,Android,19280,8.0,128.0,5000.0,13.0,5.0,16.66
355,Tecno Spark 9T,Atlantic Blue,64,4,5000,50MP,8MP,0,16.76,MediaTek Helio G35,8649,4.0,64.0,5000.0,50.0,8.0,16.76
